HIP,GLon,GLat,Lc,sptype,B-V,VMag,Lum,Cst,Name
95979,320.9849976,-28.71672017,main-sequence,B,-0.051,0.22,98.9,Pav,
95980,78.66645869,12.95785423,main-sequence,A,-0.03,1.06,40.67,Cyg,
95983,44.95369792,-4.8674572,subgiants,G,0.585,3.88,2.51,Aql,
95984,350.5502419,-26.11712374,main-sequence,G,0.667,4.65,1.29,Tel,
95985,359.5208135,-24.03391739,subgiants,K,0.862,6.29,0.33,Sgr,
95987,39.28947454,-7.88009811,giants,G,1.452,-1.12,618.68,Aql,
95988,101.1275615,21.93718808,giants,K,0.951,1.33,34.24,Dra,
95990,353.8549569,-25.42747333,subgiants,F,0.402,2.81,6.31,Sgr,
95991,9.59955874,-20.97243467,giants,K,1.512,0.82,118.77,Sgr,
95992,321.1970017,-28.72763598,subgiants,A,0.354,3.01,5.22,Pav,
95995,90.25818134,18.01048839,main-sequence,K,0.859,5.49,0.68,Dra,Gliese 762.1
96000,14.96935694,-19.04739952,main-sequence,F,0.467,2.36,9.72,Sgr,
96003,87.51268949,16.87399067,giants,K,1.123,-1.4,499.04,Cyg,HR 7428
96009,67.04855845,7.07113512,main-sequence,A,0.099,0.21,70.47,Cyg,
96012,13.36045629,-19.67365258,giants,K,1.249,1.29,48.24,Sgr,
96014,82.38373035,14.62219537,giants,K,1.274,-0.2,197.78,Cyg,HR 7427
96016,60.99406477,3.80678214,giants,K,0.915,1.98,18.08,Vul,HR 7421
96018,352.0890943,-25.85894875,giants,G,0.99,0.21,99.02,Tel,
96019,69.94662578,8.55998606,subgiants,F,0.499,3.47,3.53,Cyg,
96022,24.70455008,-15.07237911,main-sequence,K,1.426,2.78,16.03,Sgr,
96029,62.85985869,4.78143625,main-sequence,F,0.328,1.63,19.56,Cyg,
96032,49.21163786,-2.6942663,main-sequence,G,0.607,4.23,1.84,Aql,
96035,344.4402252,-27.27307792,main-sequence,F,0.456,3.58,3.33,Tel,
96037,53.27165318,-0.49246742,main-sequence,G,0.637,4.78,1.13,Sge,
96041,356.5925178,-24.90371866,main-sequence,G,0.77,5.42,0.68,Sgr,
96043,9.2211534,-21.23976107,main-sequence,G,0.577,4.86,1.01,Sgr,
96047,42.70822988,-6.25771221,giants,F,0.485,2.78,6.66,Aql,
96052,67.97253055,7.43919203,subgiants,B,-0.15,-2.36,1914.55,Cyg,8 Cygni (HR 7426)
96053,356.2401507,-25.00726101,main-sequence,F,0.53,2.43,9.73,Sgr,
96063,64.20396536,5.39737448,giants,K,1.351,0.88,81.78,Cyg,
96065,343.4409943,-27.47099983,giants,M,1.47,0.14,202.43,Tel,
96071,44.26469859,-5.50762524,giants,K,1.421,0.97,84.38,Aql,
96072,42.41473536,-6.49723576,subgiants,G,0.805,5.11,0.93,Aql,
96075,56.07401923,0.94097637,giants,B,-0.016,-0.57,175.6,Vul,
96078,52.17495934,-1.21494149,main-sequence,F,0.539,3.64,3.06,Sge,
96080,319.8466221,-28.75636085,main-sequence,F,0.434,3.37,3.79,Oct,
96081,60.1747887,3.17404597,main-sequence,F,0.456,2.18,12.38,Vul,
96084,349.1073066,-26.57224844,subgiants,G,0.932,3.01,7.12,Tel,
96085,27.30735489,-14.07742935,main-sequence,K,0.922,6.3,0.34,Aql,Gliese 1240
96089,8.41913136,-21.6170353,giants,K,0.609,4.22,1.85,Sgr,
96095,353.9924899,-25.60601779,main-sequence,F,0.526,3.39,4.01,Sgr,
96100,101.3071004,21.87972177,main-sequence,G,0.786,5.87,0.45,Dra,61 Sigma Draconis (Alsafi)
96103,6.38588974,-22.31618722,main-sequence,G,0.767,5.05,0.96,Sgr,
96105,23.90920494,-15.6832578,main-sequence,G,0.671,4.95,0.99,Sgr,
96109,23.13625951,-16.03288672,subgiants,A,0.238,1.53,20.21,Sgr,
96110,58.1495144,1.97405182,main-sequence,F,0.518,2.81,6.96,Vul,
96111,8.31875661,-21.71636568,giants,M,1.551,-0.06,303.64,Sgr,
96113,3.621431,-23.18523677,main-sequence,K,1.088,7.08,0.19,Sgr,Gliese 1239
96118,315.0524349,-28.535465,main-sequence,G,0.682,3.77,2.86,Oct,
96119,0.81186834,-24.00226021,main-sequence,G,0.669,4.32,1.75,Sgr,
96121,38.18643619,-8.88764135,main-sequence,M,1.406,8.67,0.07,Aql,Gliese 761.2
96124,11.20919704,-20.78071812,main-sequence,G,0.675,4.97,0.97,Sgr,
96128,312.4066824,-28.32628091,main-sequence,F,0.463,2.51,8.78,Oct,
96138,351.6066018,-26.22418966,giants,K,0.7,1.77,18.84,Tel,
96139,13.21155262,-20.11600816,subgiants,F,0.35,2.48,8.44,Sgr,
96142,44.29712122,-5.74143793,main-sequence,G,0.69,4.99,0.96,Aql,
96143,65.23131684,5.70974709,giants,F,0.45,1.24,27.12,Cyg,
96144,359.157929,-24.50040536,main-sequence,F,0.564,4.76,1.1,Sgr,
96148,337.8993605,-28.27189803,main-sequence,F,0.502,3.65,2.99,Pav,
96151,8.64678796,-21.72631162,main-sequence,F,0.51,3.18,4.87,Sgr,
96152,91.88629669,18.40168201,giants,K,0.95,0.57,68.94,Dra,
96160,343.0620976,-27.69881265,main-sequence,G,0.653,5.04,0.9,Tel,
96163,91.14794293,18.08669344,main-sequence,A,-0.018,0.19,87.93,Dra,
96164,91.8887762,18.38088082,giants,K,1.58,-1.13,909.59,Dra,HR 7448
96165,61.86363201,3.81700142,subgiants,F,0.518,2.74,6.97,Vul,
96168,323.1319624,-28.91703442,subgiants,F,0.375,3.04,5.09,Pav,
96169,23.92586169,-15.90575414,main-sequence,F,0.513,3.34,4.08,Sgr,
96178,353.2609516,-25.96903861,main-sequence,A,-0.02,0.17,89.16,Tel,HR 7416
96182,64.44175738,5.16635722,main-sequence,G,0.523,4.17,1.89,Cyg,
96183,57.02918292,1.09644688,main-sequence,G,0.745,5.33,0.74,Vul,Gliese 762.2
96185,67.02596413,6.54122007,main-sequence,G,0.595,4.1,2.23,Cyg,Lalande 37120
96186,319.5802111,-28.83582577,main-sequence,F,0.516,4.47,1.42,Oct,
96191,54.29848355,-0.44449076,main-sequence,G,0.605,4.75,1.14,Sge,
96195,71.99901456,9.12069367,main-sequence,A,0.113,1.07,31.55,Cyg,HR 7436
96198,81.5796865,13.82882374,giants,M,1.545,-2.03,1793.36,Cyg,HR 7442
96199,5.00136167,-23.03350786,subgiants,A,0.039,1.15,32.1,Sgr,
96202,33.50491522,-11.56136949,giants,K,1.257,1.64,35.24,Aql,
96204,42.68141622,-6.84989722,giants,M,1.471,-0.16,265.19,Aql,
96209,333.4536743,-28.72387027,main-sequence,A,0.176,1.04,31.9,Pav,
96213,2.4824465,-23.80409702,main-sequence,G,0.645,5.36,0.66,Sgr,
96221,347.2875012,-27.2029677,main-sequence,A,0.099,2.46,8.88,Tel,
96225,60.57026327,2.89043117,giants,K,1.315,0.12,155.14,Vul,
96229,44.41451525,-6.01197655,giants,K,1.176,1.86,26.25,Aql,38 Mu Aquilae (HR 7429)
96234,358.9158829,-24.8060227,subgiants,A,0.105,0.33,62.6,Sgr,HR 7422
96235,6.85323618,-22.56392704,main-sequence,F,0.517,3.8,2.62,Sgr,
96239,342.5313234,-27.91693859,main-sequence,G,0.599,5.56,0.53,Tel,
96240,16.29873941,-19.27572027,main-sequence,K,1.01,6.71,0.25,Sgr,
96247,54.97480912,-0.25939278,subgiants,K,1.052,2.2,16.88,Sge,
96248,22.78656587,-16.66364286,giants,F,0.548,1.12,31.21,Sgr,
96250,1.56192485,-24.1427948,main-sequence,G,0.757,3.8,3.01,Sgr,
96252,74.91233206,10.46057627,main-sequence,B,-0.008,0.98,41.1,Cyg,
96257,38.18514225,-9.36714488,main-sequence,F,0.524,2.66,7.54,Aql,
96258,83.46292393,14.58846602,main-sequence,F,0.475,3.71,2.96,Cyg,Gliese 4116 (HR 7451)
96259,2.9126643,-23.77701401,main-sequence,G,0.692,4.38,1.69,Sgr,
96264,103.3463389,22.35375476,main-sequence,F,0.428,2.65,7.34,Dra,
96265,26.01295182,-15.295165,main-sequence,G,0.614,4.25,1.85,Sgr,
96273,12.22566449,-20.86985734,main-sequence,G,0.68,5,0.93,Sgr,
96275,55.35149244,-0.14162253,giants,B,-0.093,-1.14,430.84,Vul,9 Vulpeculae (HR 7437)
96276,324.9471432,-29.04089236,main-sequence,A,0.287,1.99,13.85,Pav,
96284,331.2121878,-28.93364014,subgiants,F,0.445,2.37,9.56,Pav,
96285,42.00184328,-7.4631908,main-sequence,K,1.39,8.56,0.07,Aql,Gliese 763
96286,80.63627548,13.20511841,main-sequence,A,0.256,2.11,12.42,Cyg,HR 7453
96287,63.36108073,4.26216835,main-sequence,K,1,4.66,1.67,Cyg,
96288,75.38451728,10.61913169,main-sequence,A,0.06,-0.89,201.18,Cyg,HR 7444
96289,322.3349323,-29.01050897,main-sequence,G,0.835,5.08,0.96,Pav,
96302,63.86807284,4.49548591,main-sequence,A,0.581,-0.77,182.07,Cyg,9 Cygni (HR 7441)
96303,357.7622978,-25.23165891,main-sequence,A,0.26,1.4,22.83,Sgr,
96310,67.69958084,6.55185575,giants,M,1.567,-0.82,628.42,Cyg,
96311,309.5292392,-28.09228723,main-sequence,F,0.513,3.37,3.91,Oct,
96314,312.1450235,-28.38444263,giants,K,1.042,0.4,87.37,Oct,
96318,41.80541328,-7.67236194,main-sequence,F,0.486,1.56,21.42,Aql,
96326,344.2408261,-27.82799412,main-sequence,F,0.383,3.04,5.29,Tel,
96327,28.30100791,-14.43742506,giants,K,1.122,-0.61,241.21,Aql,37 Aquilae (HR 7430)
96332,11.98267916,-21.09532594,main-sequence,G,0.565,4.46,1.46,Sgr,
96333,14.29833429,-20.27064206,main-sequence,G,0.682,4,2.38,Sgr,
96334,325.5603764,-29.09159034,main-sequence,G,0.648,5.08,0.86,Pav,
96339,45.49095266,-5.71754025,main-sequence,K,1.46,8.23,0.11,Aql,Gliese 4114 A
96341,350.2535372,-26.88732759,giants,K,1.096,-0.39,191.63,Tel,Iota Telescopii (HR 7424)
96345,326.5699806,-29.10052795,subgiants,G,0.672,4.78,1.15,Pav,
96348,68.5328035,6.89789289,main-sequence,B,-0.1,-0.64,271.26,Cyg,
96350,101.5448829,21.67714476,giants,M,1.372,-0.2,227.96,Dra,
96351,40.60553682,-8.41538239,main-sequence,F,0.414,3.36,3.8,Aql,HR 7438
96356,31.2151706,-13.1679047,giants,K,1.124,0.98,55.93,Aql,HR 7432
96365,26.76553127,-15.25818015,giants,K,1.089,1.22,42.98,Sgr,HR 7433
96367,359.889844,-24.8439202,main-sequence,F,0.546,4.85,1.01,Sgr,
96370,18.61790215,-18.73049818,main-sequence,F,0.557,4.22,1.92,Sgr,
96374,2.20681322,-24.24543011,main-sequence,G,0.651,5.78,0.45,Sgr,
96376,29.55740746,-14.0001527,main-sequence,F,0.463,3.04,5.24,Aql,
96379,37.81786835,-9.95695343,main-sequence,G,0.663,4.42,1.6,Aql,
96381,335.0969779,-28.84947875,main-sequence,F,0.5,2.9,6.27,Pav,
96387,70.57985882,7.88734226,main-sequence,B,-0.08,-0.3,176.04,Cyg,11 Cygni (HR 7457)
96392,35.82765945,-10.99677,main-sequence,F,0.503,2.78,7,Aql,
96393,18.50719857,-18.84279797,main-sequence,F,0.54,4.32,1.64,Sgr,
96394,15.11810391,-20.15443057,main-sequence,F,0.543,2.97,5.72,Sgr,
96396,82.64714214,13.92793413,giants,G,1.034,0.37,89.07,Cyg,HR 7465
96399,344.8365316,-27.8763712,giants,M,1.395,0.08,182.17,Tel,
96402,38.14723407,-9.86157834,main-sequence,G,0.675,4.62,1.34,Aql,
96408,10.83087166,-21.70388214,main-sequence,A,0.053,1.01,35.31,Sgr,
96411,67.77125536,6.31701821,giants,K,1.18,1.14,51.26,Cyg,
96416,47.981682,-4.64811508,main-sequence,A,0.082,0.79,41.86,Aql,HR 7445
96417,57.98544509,0.90914663,subgiants,B,-0.059,-0.21,146.81,Vul,HR 7452
96423,43.45216466,-7.12819544,giants,G,1.084,0.17,113.09,Aql,
96425,312.7100725,-28.48869693,subgiants,G,0.774,5.19,0.85,Oct,
96427,42.35564971,-7.72777111,main-sequence,G,0.66,4.96,1.03,Aql,
96428,50.83952645,-3.10682316,giants,K,1.045,1.02,49.51,Aql,HR 7449
96430,67.53871376,6.14609138,main-sequence,B,-0.089,-0.45,214.89,Cyg,
96432,340.6082199,-28.44591549,giants,K,0.87,4.16,2.35,Pav,
96434,52.16721654,-2.40309488,main-sequence,F,0.531,3.45,3.64,Aql,
96437,62.95293494,3.60644414,main-sequence,F,0.475,4.06,2.15,Cyg,
96438,10.8547353,-21.78293915,giants,K,1.458,1.64,48.39,Sgr,
96440,20.57080264,-18.15849412,main-sequence,F,0.273,1.68,17.81,Sgr,HR 7439
96441,82.66713141,13.84669497,main-sequence,F,0.395,3.17,4.51,Cyg,13 Theta Cygni (HR 7469)
96451,33.80357542,-12.20746452,subgiants,A,0.238,1.53,20.21,Aql,
96453,6.76262667,-23.13680223,giants,B,-0.059,-0.45,183.14,Sgr,
96459,77.6173806,11.34713951,giants,G,0.928,2.12,16.13,Cyg,HR 7468
96461,351.644149,-26.87724817,giants,K,0.997,1.84,22.14,Tel,
96462,22.06015786,-17.61015596,subgiants,B,0.008,1.71,20.44,Sgr,
96463,33.06365104,-12.60633993,subgiants,A,0.248,1.82,15.52,Aql,
96465,14.68257383,-20.50590581,main-sequence,B,-0.075,0.77,66.06,Sgr,52 h2 Sagittarii (HR 7440)
96468,36.98756306,-10.65536935,giants,B,-0.079,-1.01,340.07,Aql,41 Iota Aquilae (HR 7447)
96469,44.88218459,-6.50863972,main-sequence,A,0.17,1.46,21.68,Aql,
96471,28.59054475,-14.75108517,main-sequence,K,1.011,6.16,0.42,Aql,Gliese 9662 A (Wolf 853)
96473,347.0073728,-27.69252675,main-sequence,F,0.579,3.76,2.79,Tel,
96474,17.2782291,-19.56072056,main-sequence,G,0.62,3.59,3.34,Sgr,
96475,20.67490756,-18.21519397,giants,F,0.519,1.82,16.19,Sgr,
96476,330.3757605,-29.18777307,main-sequence,F,0.524,3.32,4.29,Pav,
96479,28.86564689,-14.64617001,giants,K,1.549,-0.03,283.48,Aql,
96480,64.83757618,4.52747178,giants,B,-0.084,0.1,129.45,Cyg,
96481,48.17769137,-4.74768886,supergiants,G,0.881,-1.81,578.96,Aql,HR 7456
96483,31.77094509,-13.28663649,supergiants,B,-0.046,-3.6,3213.58,Aql,39 Kappa Aquilae (HR 7446)
96487,325.7408352,-29.24261341,main-sequence,G,0.9,4.97,1.14,Pav,
96491,71.96928502,8.36739042,giants,B,-0.127,-1.25,583.02,Cyg,HR 7467
96494,14.51564269,-20.64622993,main-sequence,F,0.554,2.93,6.32,Sgr,
96495,26.05791019,-15.97366791,giants,B,0.065,-0.4,127.62,Sgr,
96496,21.2328745,-18.04719859,giants,K,1.237,0.24,125.38,Sgr,HR 7443
96500,356.0982791,-26.05129459,main-sequence,G,0.563,4.08,2.07,Sgr,
96503,63.9984955,3.99221508,main-sequence,B,-0.087,-1.38,504.68,Cyg,HR 7466
96505,343.5832147,-28.22550969,giants,G,0.829,1.76,20.67,Tel,
96506,24.88240145,-16.53141396,giants,K,1.491,-0.18,284.69,Sgr,
96507,63.27189902,3.58063302,main-sequence,G,0.606,3.17,4.9,Cyg,
96514,61.2277307,2.42509838,main-sequence,F,0.55,4.21,1.93,Vul,
96516,52.7720807,-2.31525587,giants,G,1.007,-0.16,141.24,Sge,4 Epsilon Sagittae (HR 7463)
96530,64.28088425,4.06448369,main-sequence,A,0.132,1.58,19.52,Cyg,
96534,38.12972292,-10.30677032,main-sequence,F,0.321,2.72,7.2,Aql,
96536,25.04656638,-16.56356918,main-sequence,F,0.501,3.03,5.45,Sgr,Gliese 9663 (HR 7454)
96542,117.2324109,25.96708942,main-sequence,A,0.085,1.08,32.13,Dra,
96545,357.5846934,-25.81675401,subgiants,F,0.438,1.99,13.47,Sgr,
96551,33.67139046,-12.59603072,main-sequence,F,0.35,3.01,5.46,Aql,
96556,34.05711933,-12.42280567,subgiants,F,0.429,2.91,5.76,Aql,42 Aquilae (HR 7460)
96558,25.39865351,-16.47190679,giants,G,1.016,0.81,58.39,Sgr,
96562,9.31833387,-22.62033311,main-sequence,F,0.433,3.99,2.15,Sgr,
96566,10.82794082,-22.13073595,main-sequence,G,0.7,2.84,6.77,Sgr,
96572,81.91319114,13.21548873,main-sequence,G,0.99,0.74,60.92,Cyg,HR 7477
96577,6.63387369,-23.48689162,giants,K,0.978,1.39,32.85,Sgr,
96583,347.5620076,-27.81014661,giants,A,0.307,3.37,3.71,Tel,
96588,53.55555733,-2.11599026,main-sequence,A,0.005,0.41,67.51,Sge,
96594,332.2577126,-29.27221626,main-sequence,G,0.639,4.62,1.31,Pav,
96597,352.6381586,-26.96000572,main-sequence,G,0.714,5.16,0.84,Tel,
96598,357.2394582,-26.00037865,main-sequence,A,0.241,1.72,17.02,Sgr,
96601,56.65826277,-0.40924819,giants,K,1.037,0.38,87.97,Vul,HR 7472
96602,66.24549768,4.9535473,giants,G,1.01,0.95,51.25,Cyg,
96603,38.65195029,-10.26465904,subgiants,A,0.278,2.11,11.81,Aql,
96605,13.3463651,-21.39696578,main-sequence,G,0.832,5.36,0.75,Sgr,
96607,339.2794089,-28.86191306,giants,K,0.973,0.15,103.43,Pav,HR 7434
96610,330.2173227,-29.36185825,main-sequence,A,0.062,1.78,17.21,Pav,
96614,308.4740447,-28.03901441,main-sequence,G,0.608,3.37,4.1,Oct,
96620,87.25066547,15.59492623,main-sequence,F,0.482,2.83,6.32,Cyg,HR 7484
96622,29.07278624,-15.06246332,main-sequence,F,0.342,1.94,13.89,Aql,
96626,354.4772076,-26.70237022,main-sequence,G,0.563,4.28,1.71,Sgr,
96628,333.6852131,-29.27993837,main-sequence,F,0.333,2.21,11.2,Pav,
96635,13.88217717,-21.31399397,main-sequence,K,0.872,6.39,0.3,Sgr,
96639,0.39902377,-25.38346677,main-sequence,F,0.498,3.79,2.64,Sgr,
96640,351.0342269,-27.3762447,main-sequence,F,0.486,3.59,3.15,Tel,
96646,28.92627986,-15.18973833,main-sequence,A,0.218,2.22,10.75,Aql,
96650,358.0108559,-25.98289013,giants,K,1.082,2.95,8.68,Sgr,
96665,43.26728183,-8.07108542,main-sequence,B,-0.001,-1.69,480.57,Aql,44 Sigma Aquilae (HR 7474)
96674,15.60955373,-20.78845742,main-sequence,F,0.405,3.38,3.99,Sgr,
96677,341.1886527,-28.80175975,main-sequence,F,0.324,2.48,8.88,Tel,
96678,337.1558919,-29.14395178,main-sequence,F,0.498,3.5,3.42,Pav,
96679,77.60704639,10.8033027,giants,K,1.086,0.9,57.39,Cyg,
96680,353.3481221,-27.02472752,main-sequence,F,0.391,3.12,5.01,Tel,
96683,64.95085357,3.97078118,giants,G,0.971,0.12,105.71,Cyg,12 Phi Cygni (HR 7478)
96686,326.2873939,-29.46533395,giants,K,1.326,1.32,52.12,Pav,
96691,58.07170699,0.08308588,subgiants,F,0.42,1.59,19.52,Vul,
96693,76.16101483,10.03111969,main-sequence,B,-0.063,-1.09,347.82,Cyg,14 Cygni (HR 7483)
96701,339.0130924,-29.03332528,giants,F,0.363,2.29,10.11,Pav,
96704,62.00020355,2.26943813,main-sequence,F,0.38,2.89,5.84,Vul,
96706,79.00359288,11.46507691,giants,G,0.931,0.75,57.42,Cyg,HR 7487
96708,325.9832905,-29.47677941,giants,G,0.95,0.25,92.5,Pav,
96710,13.05950271,-21.77895035,main-sequence,M,1.391,8.67,0.07,Sgr,
96711,331.8030738,-29.44007883,giants,K,1.078,0.7,68.18,Pav,
96713,359.8023907,-25.67991638,main-sequence,G,0.688,4.77,1.17,Sgr,
96716,359.4151532,-25.77845213,main-sequence,G,0.685,3.01,5.92,Sgr,
96717,45.48963337,-7.00195018,giants,A,0.31,1.27,25.75,Aql,
96718,32.37955404,-13.76353455,giants,A,0.248,2.43,8.82,Aql,
96721,353.5280544,-27.05779372,subgiants,F,0.293,1.01,32.8,Tel,HR 7461
96724,68.34378647,5.76350247,subgiants,A,0.094,0.24,68.99,Cyg,HR 7481
96725,350.315268,-27.64972874,main-sequence,K,0.907,5.76,0.55,Tel,
96726,20.532311,-19.03469133,main-sequence,F,0.458,2.73,7.27,Sgr,
96729,16.40772687,-20.63575976,main-sequence,A,0.034,1.37,26.07,Sgr,53 Sagittarii (HR 7470)
96732,339.1067733,-29.06400098,giants,G,0.876,1.25,34.35,Pav,
96734,329.3346552,-29.51378779,main-sequence,A,0.037,1.31,27.74,Pav,HR 7435
96736,24.46135439,-17.42669254,main-sequence,B,-0.05,0.19,98.07,Sgr,
96741,17.7690997,-20.15077933,main-sequence,A,0.16,0.9,36.47,Sgr,
96744,57.53424501,-0.36491039,main-sequence,B,0.147,2.27,10.39,Vul,
96746,348.370048,-28.00778952,giants,K,1.262,1.4,44.61,Tel,
96748,354.2365145,-26.98273345,main-sequence,F,0.548,3.91,2.4,Sgr,
96749,38.25545762,-10.946662,main-sequence,A,0.292,2.47,8.48,Aql,
96753,25.55438836,-17.01046165,main-sequence,A,0.034,1.47,23.91,Sgr,
96754,31.25135235,-14.41793772,main-sequence,F,0.57,3.71,3.07,Aql,
96757,54.45392471,-2.13958443,giants,G,0.777,-1.18,299.08,Sge,5 Alpha Sagittae (Sham)
96760,16.43287023,-20.6991903,giants,K,1.038,0.79,60.63,Sgr,HR 7473
96771,92.58942717,17.71826844,main-sequence,A,0.212,0.56,49.67,Dra,HR 7500
96779,22.86200624,-18.21298937,main-sequence,A,0.146,2.69,7.05,Sgr,
96781,343.3552359,-28.7141473,giants,K,1.001,0.92,52.14,Tel,HR 7459
96785,17.15391249,-20.49933664,main-sequence,G,0.689,4.78,1.16,Sgr,
96792,18.62686506,-19.98241275,main-sequence,G,0.617,4.38,1.61,Sgr,
96805,76.50226663,9.95154678,giants,M,1.561,-2.33,2534.09,Cyg,HR 7492
96806,343.5981615,-28.74396135,main-sequence,A,0.142,0.69,44.22,Tel,
96807,38.05859751,-11.23574504,main-sequence,A,0.123,0.49,53.81,Aql,45 Aquilae (HR 7480)
96808,23.46932447,-18.07217339,giants,K,1.109,0.96,55.54,Sgr,54 e1 Sagittarii (HR 7476)
96811,34.95976356,-12.8031713,giants,A,0.202,1.66,17.93,Aql,
96813,31.75893916,-14.35966713,main-sequence,F,0.525,3.43,3.75,Aql,
96815,81.41994574,12.45547921,main-sequence,F,0.413,2.3,11.04,Cyg,
96817,79.48937762,11.47724117,giants,G,0.938,1.24,36.41,Cyg,
96821,120.6605801,26.66600847,giants,K,1.26,0.85,74.19,UMi,
96825,78.71569541,11.0703025,giants,F,0.426,1.58,19.65,Cyg,HR 7495
96829,6.32471194,-24.20494272,main-sequence,G,0.691,4.94,1,Sgr,
96831,338.9884424,-29.21096156,giants,K,1.269,0.82,75.86,Pav,
96834,36.95052724,-11.85454024,main-sequence,F,0.537,4.12,2.11,Aql,
96837,54.0972061,-2.60181019,giants,K,1.041,-1.25,402.08,Sge,6 Beta Sagittae (HR 7488)
96845,50.34918999,-4.73496268,subgiants,F,0.49,2.37,10.07,Aql,
96848,3.26189986,-25.12118973,main-sequence,A,0.257,2.74,6.61,Sgr,
96849,346.6368488,-28.43824789,main-sequence,F,0.566,3.81,2.74,Tel,
96850,66.39847764,4.33491338,main-sequence,G,0.759,2.55,9.45,Cyg,
96854,6.90293811,-24.1179752,subgiants,G,0.734,4.92,1.05,Sgr,
96861,341.2142816,-29.07700679,main-sequence,K,1.04,6.49,0.32,Tel,
96865,331.4029602,-29.63893407,main-sequence,F,0.507,3.6,3.15,Pav,
96869,355.94496,-26.89058803,main-sequence,G,0.583,4.69,1.19,Sgr,
96870,334.9286003,-29.52899476,main-sequence,F,0.503,1.98,14.46,Pav,
96880,322.711593,-29.53979936,main-sequence,K,0.838,6.08,0.39,Pav,
96881,3.93086002,-25.03251079,main-sequence,G,0.686,4.66,1.26,Sgr,
96882,330.2927215,-29.68088097,giants,M,1.556,-0.24,358.15,Pav,HR 7455
96887,73.86546452,8.34124877,main-sequence,A,0.147,0.17,71.6,Cyg,
96892,316.8446809,-29.14342224,giants,K,1.388,0.3,146,Oct,
96893,344.704628,-28.7704705,main-sequence,F,0.502,3.12,4.89,Tel,
96895,83.3402025,13.21465666,main-sequence,G,0.643,4.37,1.69,Cyg,16 c Cygni A (HR 7503)
96896,2.7111766,-25.40021441,main-sequence,A,0.105,1.86,15.38,Sgr,
96897,336.1126363,-29.52033052,subgiants,G,0.735,4.37,1.75,Pav,
96901,83.33700202,13.20415049,main-sequence,G,0.661,4.62,1.37,Cyg,16 c Cygni B (HR 7504)
96902,59.32426092,0.14948359,main-sequence,G,0.642,3.78,2.88,Vul,
96907,74.09859268,8.40234679,main-sequence,A,0.182,1.66,17.97,Cyg,HR 7499
96908,39.83288607,-10.67328114,subgiants,F,0.616,3.08,5.18,Aql,
96910,357.7477576,-26.61917268,subgiants,A,0.152,2.58,7.76,Sgr,
96914,66.40261231,4.13382802,main-sequence,F,0.331,1.74,16.68,Cyg,
96917,30.34030192,-15.38416834,giants,K,1.341,1.05,68.56,Aql,
96918,15.12087599,-21.64889186,main-sequence,K,0.91,5.81,0.53,Sgr,
96919,87.92507058,15.37046986,giants,M,1.453,-1.05,577.47,Cyg,HR 7509
96923,309.9697508,-28.34462617,main-sequence,G,0.635,4.41,1.59,Oct,
96925,66.45506903,4.13336449,main-sequence,F,0.481,2.75,6.83,Cyg,
96929,64.68098837,3.11331295,main-sequence,F,0.544,2.54,8.45,Cyg,
96931,49.62279204,-5.4425636,giants,B,-0.077,-0.32,179.5,Aql,46 Aquilae (HR 7493)
96932,3.00584498,-25.4060048,main-sequence,F,0.459,3.65,3.19,Sgr,
96934,345.0593489,-28.80770744,main-sequence,A,0.239,1.68,17.64,Tel,
96937,347.8310316,-28.46083306,giants,F,0.336,2.59,7.66,Tel,
96938,15.20298747,-21.69719597,main-sequence,A,0.196,0.48,53.62,Sgr,
96943,46.10050167,-7.45874867,main-sequence,G,0.733,5.58,0.6,Aql,
96946,66.66514697,4.16937011,main-sequence,G,0.77,4.68,1.35,Cyg,
96948,40.25846682,-10.59881606,main-sequence,G,0.664,4.57,1.4,Aql,
96950,23.81571418,-18.3981264,subgiants,F,0.319,1.39,23.13,Sgr,55 e2 Sagittarii (HR 7489)
96952,327.4654194,-29.76426607,main-sequence,G,0.597,4.34,1.65,Pav,
96955,338.1630396,-29.48871946,subgiants,G,0.711,4.38,1.7,Pav,
96956,347.6395187,-28.52074479,giants,K,1.248,0.26,124.16,Tel,
96957,49.34391243,-5.69725794,supergiants,G,0.575,-1.76,452.37,Aql,47 chi Aquilae (HR 7497)
96960,33.69041412,-13.93545664,main-sequence,G,0.622,5.12,0.82,Aql,
96964,7.66055459,-24.19693898,main-sequence,F,0.517,3.64,3.05,Sgr,
96966,63.72344734,2.47006585,giants,F,0.54,1.86,15.87,Cyg,
96973,352.8011607,-27.72694672,subgiants,A,0.225,2.11,11.83,Tel,
96977,67.29129001,4.45863655,giants,A,0.118,-2.89,1214.9,Cyg,HR 7502
96979,46.33914673,-7.41573373,main-sequence,F,0.503,2.79,6.65,Aql,
96988,64.60210841,2.91639004,giants,F,0.337,1.89,14.55,Cyg,HR 7501
96994,21.83762017,-19.29665032,main-sequence,F,0.492,3.58,3.17,Sgr,
97000,2.18806244,-25.76165769,main-sequence,F,0.394,2.55,8.45,Sgr,
97001,74.60356801,8.4635899,main-sequence,B,-0.02,0.78,50.86,Cyg,
97003,59.28736041,-0.15928026,main-sequence,G,0.63,3.64,3.3,Vul,
97006,62.9487959,1.93080635,giants,K,1.15,0.53,87.28,Vul,
97007,3.74628576,-25.37461841,subgiants,G,0.947,2.97,7.46,Sgr,
