HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V(culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius
62583,302.3576657,37.57327294,,Hydra,G,main-sequence,0.627,3.43,3.87,8.01,5817,1.753
62447,301.9136908,37.84945569,,Hydra,K,giants,1.045,1.13,44.55,6.81,4889,9.466
62472,301.9934578,38.05880342,Gliese 1164 A,Hydra,K,main-sequence,1.149,7.42,0.15,8.9,4529,0.604
62659,302.6096801,38.65347632,,Hydra,G,main-sequence,0.676,4.4,1.62,8.49,5751.9,1.291
63044,304.0075281,38.98162999,,Hydra,K,main-sequence,1.05,6.22,0.41,10.79,4735,0.827
63286,304.945831,39.79033148,,Hydra,F,main-sequence,0.343,3.03,5.42,6.95,7018.3,1.466
62922,303.6086265,39.75958146,,Hydra,F,main-sequence,0.494,4.12,2.08,8.43,6217.5,1.256
63243,304.774912,40.09639925,HR 4918,Hydra,K,giants,1.069,0.94,54.39,6.31,4829,10.923
61412,298.3972337,36.01453714,,Hydra,G,main-sequence,0.445,2.62,7.6,8.06,6720,2.628
61213,297.709507,36.22284051,,Hydra,G,sub-giants,0.718,5.17,0.83,9.48,5578,1.019
61263,297.7718248,37.42274944,,Hydra,G,sub-giants,0.806,2.73,8.3,8.83,5228,3.815
61568,298.69579,38.60265025,,Corvus,F,main-sequence,0.525,2.08,12.78,8.07,6370,2.808
61768,299.4444523,38.98126834,,Corvus,F,giants,0.324,0.9,36.21,7.66,7346,4.047
61794,299.5206858,39.23442416,,Corvus,G,main-sequence,0.583,3.83,2.64,8.31,5975,1.356
60811,296.2301658,37.23622392,,Hydra,G,main-sequence,0.562,3.99,2.24,8.71,6067,1.221
60801,296.0946229,37.82874855,,Corvus,K,giants,1.039,0.86,56.74,7.32,4849.8,11.143
60691,295.6393297,38.24376744,,Corvus,G,main-sequence,0.678,2.47,9.81,8.23,5480,3.297
61323,297.7189104,39.17785635,,Corvus,G,main-sequence,0.563,4.7,1.23,8.36,5938.4,0.983
61523,298.3930241,39.7690488,,Corvus,K,giants,1.008,2.61,11,9.24,4948,5.859
62553,302.213629,39.62984158,,Hydra,K,giants,1.212,1.28,46.69,7.97,4575,11.132
62183,300.9074076,39.5938795,,Hydra,F,main-sequence,0.552,3.63,3.13,9.15,6118,1.272
62378,301.5932834,40.7309007,,Corvus,F,main-sequence,0.515,2.8,6.93,7.41,6165.4,2.175
61963,300.0016094,41.02392876,,Corvus,F,main-sequence,0.612,2.55,8.68,8.48,6026,2.797
62285,301.2186885,41.08500607,,Corvus,K,giants,1.302,0.28,131.88,6.91,4455,19.729
62413,301.6932875,41.39804611,,Corvus,K,giants,1.047,0.95,52.7,7.99,4840,10.925
62568,302.2164239,42.26032043,,Corvus,F,main-sequence,0.303,2.68,7.02,8.6,7460,2.617
61930,299.7966711,42.19455623,,Corvus,F,sub-giants,0.302,2.86,5.94,7.91,7335,1.568
62264,301.0503438,42.70451747,,Corvus,A,main-sequence,0.013,0.6,55.49,7.56,10083,2.5
64135,307.9950379,38.88026646,,Hydra,F,main-sequence,0.488,2.92,6.07,7.53,6325,1.908
64271,308.512907,39.04203615,,Hydra,A,main-sequence,0.065,1.45,23.21,7.78,9460,2.33
64428,309.1376974,39.28413736,,Hydra,K,main-sequence,1.031,6.96,0.21,9.77,4747,0.715
64133,308.0722682,39.593448,,Hydra,K,giants,1.12,1.54,33.31,6.69,4782,8.052
64166,308.1890698,39.57388281,45 Psi Hydrae (HR 4958),Hydra,K,giants,1.048,0.69,67.2,4.94,4865,10.628
63798,306.8758659,39.94537754,,Hydra,G,main-sequence,0.585,4.72,1.16,8.69,6012,1.057
64562,309.7750104,40.20909459,,Virgo,F,sub-giants,0.405,2.22,10.91,8.04,6827,2.155
64738,310.4720995,40.59301492,,Virgo,F,main-sequence,0.59,3.28,4.31,8.11,6299.3,2.002
64219,308.4949462,40.48255261,Gliese 500,Virgo,G,main-sequence,0.718,5.19,0.83,7.36,5499.8,0.934
63827,307.0896785,41.24343572,,Virgo,A,giants,0.26,0.4,57.33,7.38,7630,3.991
63218,304.6832206,40.68039715,,Virgo,A,main-sequence,0.216,0.79,40.11,7.36,8084,3.781
63359,305.260684,41.29103634,,Virgo,K,giants,1.289,0.92,71.56,6.62,4417,14.602
63519,305.8873008,41.39081064,,Virgo,F,giants,0.463,1.06,32.07,7.76,6925,3.604
63985,307.6867707,41.54737402,,Virgo,F,main-sequence,0.583,3.59,3.29,8.8,6220,1.626
64419,309.423925,41.72591279,,Virgo,K,giants,1.187,0.31,110.86,7.63,4769,14.784
64204,308.6917272,42.54599374,,Virgo,A,main-sequence,0.051,0.77,43.88,7.16,9366,2.698
64079,308.2147129,42.85501711,,Virgo,G,main-sequence,0.689,5.29,0.73,9.44,5621,0.878
65101,312.0088128,41.47807518,,Virgo,F,main-sequence,0.423,3.24,4.62,7.59,6532.5,1.622
64981,311.7376161,42.39515923,,Virgo,A,main-sequence,0.106,1.51,21.24,7.61,8650,1.949
65504,313.7189252,41.97788152,,Virgo,F,main-sequence,0.461,3.31,4.04,8.83,6483,1.67
65183,312.6078785,42.81701271,HR 5033,Virgo,A,main-sequence,0.098,1.47,22.16,6.21,8770,1.92
64577,310.203858,42.61903405,55 Virginis (HR 4995),Virgo,G,sub-giants,0.862,2.36,12.28,5.31,5035.8,4.278
64725,310.7699777,42.55516785,57 Virginis (HR 5001),Virgo,K,giants,1.011,2.28,14.96,5.21,4889,4.957
64656,310.6585899,43.30986745,,Virgo,G,main-sequence,0.66,3.61,3.36,8.53,5810,1.766
64660,310.7137186,43.59192983,,Virgo,F,main-sequence,0.4,1.98,13.6,7.98,7085,1.863
64520,310.147999,43.73677157,54 Virginis,Virgo,A,main-sequence,0.088,-0.11,96,7.173,10139,2.492
64520,310.147999,43.73677157,54 Virginis,Virgo,A,main-sequence,0.088,-0.11,96,6.776,8979,3.696
64924,311.863149,44.09479363,61 Virginis (HR 5019),Virgo,G,main-sequence,0.709,5.08,0.89,4.695,5562,0.984
65203,312.8602293,43.54411414,,Virgo,F,main-sequence,0.302,1.48,20.98,7.03,7668,2.766
65369,313.6406827,43.94366593,,Virgo,F,main-sequence,0.43,3.01,5.3,8.82,6731,1.467
65275,313.3338954,44.20803805,,Virgo,G,main-sequence,0.721,4.2,1.93,8.07,5765.2,1.354
64944,312.2200583,45.2448069,,Virgo,G,main-sequence,0.611,3,5.68,7.46,6087,1.856
63538,306.0131934,42.03562465,,Virgo,K,giants,1.308,-0.27,218.44,6.92,4507,19.765
63261,304.927915,41.97900666,,Virgo,F,main-sequence,0.396,1.9,14.52,8.65,7060,2.492
63423,305.5952744,42.53672167,,Virgo,F,sub-giants,0.507,2.69,7.25,7.23,6312,2.182
63142,304.4993095,43.22543825,,Corvus,K,giants,0.891,2.65,9.59,7.22,5074,3.554
63673,306.5808088,42.30047582,,Virgo,F,main-sequence,0.52,4.2,1.81,8.65,6142,1.255
63592,306.2965855,43.02890659,,Virgo,A,sub-giants,0.359,2.58,7.69,7.97,6111,2.674
63683,306.7261705,43.70875632,,Virgo,F,main-sequence,0.407,2.27,10.49,7.8,6676,3.073
62642,302.5328653,42.50514962,,Corvus,G,main-sequence,0.635,3.11,5.15,8.19,6094.6,2.027
62408,301.5921046,43.85668767,,Corvus,G,main-sequence,0.674,2.99,5.91,7.23,5869.7,2.253
62882,303.5319057,44.34935128,,Corvus,F,main-sequence,0.55,3.5,3.51,8.36,5719.9,1.55
63248,305.0240758,45.45202903,,Virgo,F,main-sequence,0.516,2.78,6.7,7.95,6186,1.841
63879,307.5303329,43.76714742,,Virgo,F,sub-giants,0.519,2.66,7.52,8.61,6162,2.253
63905,307.6423749,43.91479031,,Virgo,G,main-sequence,0.692,5.13,0.83,8.37,5797.6,0.854
63903,307.7009503,44.47945686,,Virgo,F,main-sequence,0.458,2.43,9.73,7.06,6447.4,2.214
63840,307.5203175,45.07272106,,Virgo,G,main-sequence,0.626,3.81,2.76,8.09,5867.3,1.342
64168,308.8777533,44.99152202,,Virgo,F,sub-giants,0.555,2.24,11.18,8.52,6319,3.275
64567,310.5890003,45.10856822,,Virgo,G,main-sequence,0.619,4.86,1.03,9.55,5989,1.148
64198,309.0652913,45.42444454,,Virgo,G,sub-giants,1.035,1.38,34.98,7.97,4795,8.789
64326,309.6417455,45.52580386,,Virgo,F,giants,0.345,2.02,12.99,7.12,7080,2.087
64218,309.2566781,46.1320861,,Virgo,A,main-sequence,0.168,-0.15,95.82,6.75,8152,4.677
64407,310.1176734,46.38594902,53 Virginis (HR 4981),Virgo,F,main-sequence,0.46,2.39,9.45,5.04,6379.9,2.414
63775,307.3242514,45.52453247,,Virgo,A,giants,0.443,1.83,15.71,7.88,6771,2.828
63672,306.8937775,45.90175447,,Virgo,K,giants,1.118,0.55,81.97,7.23,4796,10.709
63734,307.1852993,46.43435803,,Virgo,F,main-sequence,0.573,3.98,2.28,7.74,6149,1.231
63960,308.3348469,47.79813141,,Virgo,K,giants,0.976,0.43,79.56,7.098,4988,12.118
60349,294.5177988,38.16102813,,Corvus,K,giants,1.154,0.59,82.46,7.01,4610,17.486
60438,294.6215302,39.25864599,,Corvus,K,main-sequence,1.527,7.6,0.24,10.84,4099,0.884
60283,294.046827,39.46936956,,Corvus,K,giants,1.306,0.57,101.37,7.71,4444,20.152
60753,295.5500805,40.13212674,,Corvus,F,main-sequence,0.523,3.18,4.77,7.89,6098,1.658
61197,297.1396135,40.48669018,,Corvus,A,main-sequence,0.341,3.07,5.12,8.01,7085,1.629
60785,295.501028,41.29960007,,Corvus,K,giants,1.024,1.77,24.35,7.68,4886,9.929
60209,293.6748062,39.99290687,,Corvus,K,giants,1.356,2.48,18.8,8.6,4591,9.861
60189,293.5772686,40.09441586,5 Zeta Corvi (HR 4696),Corvus,B,main-sequence,-0.09,-0.32,191,5.2,11561,3.197
59993,292.5738647,41.36239292,,Corvus,G,main-sequence,0.623,1.93,16.29,7.31,5715.6,3.764
60457,294.0996876,42.30692254,,Corvus,K,main-sequence,0.898,3.7,3.66,7.87,4756.3,3.057
60207,293.1564536,42.39325227,Ross 692,Corvus,K,main-sequence,1.009,6.68,0.26,8.99,4754,0.743
61208,297.0551887,41.44410006,,Corvus,K,giants,1.11,1.11,49.02,6.41,4768,10.31
61476,297.9878565,42.25598445,,Corvus,G,main-sequence,0.692,5.23,0.77,8.04,5685.7,0.868
61155,296.8192022,41.65780364,,Corvus,K,giants,1.113,1.12,48.64,7.26,4789,10.646
61270,297.1287668,42.8755987,HR 4778,Corvus,F,main-sequence,0.304,0.68,44.16,6.26,7261,4.265
61951,299.8360555,43.0548252,HR 4827,Corvus,F,main-sequence,0.397,2.06,12.82,6.02,6693.5,2.647
61867,299.4784807,43.071985,,Corvus,F,main-sequence,0.405,3.27,4.12,7.99,6732,1.701
61620,298.4860706,43.17512561,,Corvus,F,main-sequence,0.404,2.32,9.91,8.77,6930,2.194
61825,299.2506713,43.99152505,,Corvus,F,main-sequence,0.56,4.28,1.73,9.05,6059,1.307
61814,299.1787101,44.25627266,,Corvus,A,main-sequence,0.368,3.21,4.49,8.76,7148,1.724
61083,296.3945719,43.02008861,,Corvus,K,giants,1.137,0.17,118.47,7.31,4850,10.339
60708,294.8617386,43.16483307,,Corvus,F,giants,0.407,1.37,23.81,7.9,6791,3.91
60486,294.11733,42.83056737,,Corvus,F,main-sequence,0.448,3.09,5.12,7.44,6535.2,1.615
60474,293.9976614,43.16755899,,Corvus,K,giants,1.071,0.57,77.41,7.45,4804,10.696
60623,294.537076,43.0896519,,Corvus,G,giants,0.877,1.16,37.41,7.82,5117,9.747
60818,295.197,43.90892681,,Corvus,K,giants,1.176,0.63,81.32,7.46,4613,22.982
61207,296.7156058,43.89780905,,Corvus,K,giants,1.224,1.32,45.62,8.2,4444,16.392
61688,298.7037327,44.51735338,HR 4809,Corvus,F,main-sequence,0.31,1.86,15.51,6,7080.2,2.471
61345,297.175665,44.48351849,,Corvus,G,main-sequence,0.595,3.23,4.58,7.26,5902,1.915
60866,295.3313249,44.2364809,Gliese 468,Corvus,K,main-sequence,1.218,7.29,0.19,9.24,4350,0.748
61005,295.8220308,44.63691897,,Corvus,F,main-sequence,0.467,3.74,2.72,9.19,6532,1.347
61308,296.9484522,44.87120883,,Corvus,F,main-sequence,0.553,3.51,3.48,8.18,6164,1.625
61218,296.5472399,45.41847189,,Corvus,G,sub-giants,0.853,2.95,7.05,7.97,5150,3.286
61325,296.9437883,45.58972087,,Corvus,K,giants,1.03,0.97,51.18,7.35,4935,9.084
59615,291.1559536,41.08326368,,Corvus,K,giants,0.962,2.31,13.98,8.39,5053,8.287
59728,291.5847742,41.223135,HR 4655,Corvus,K,giants,1.052,1.24,40.7,5.82,4899,9.844
59791,291.6955249,41.55918337,,Corvus,K,giants,1.161,1.23,46.26,6.85,4668,10.584
59275,289.9858997,40.76287724,,Corvus,A,main-sequence,0.194,2.28,10.18,7.98,8114,1.998
59053,289.0090971,40.9200719,,Corvus,K,giants,1.043,2.07,18.73,8.61,4733,6.047
59406,290.185669,41.9135327,Gliese 3708 A,Corvus,M,main-sequence,1.558,11.17,0.01,11.692,3423,0.371
59465,290.3699551,41.9741246,,Corvus,F,main-sequence,0.47,2.65,7.76,7.44,6527.1,2.17
59336,289.858353,42.05556706,,Corvus,K,giants,1.494,1.05,91.71,7.48,4058,22.843
59694,291.2429769,41.92391411,,Corvus,F,main-sequence,0.572,3.68,3,8.59,6156,1.415
59795,291.2122483,43.51759902,,Corvus,G,main-sequence,0.728,2.25,11.57,9,5981.1,3.136
59036,288.6843855,41.57768354,,Corvus,F,main-sequence,0.428,2.9,5.84,8.65,6726,1.872
59089,288.7734818,42.11755094,,Corvus,G,main-sequence,0.65,4.89,1.03,9.64,5840,0.968
59000,288.1933757,42.68869177,Gliese 9387,Corvus,K,main-sequence,1.336,8.28,0.09,9.99,4042,0.696
59467,290.0577611,43.09175288,,Corvus,K,giants,1.131,1.48,35.57,8.14,4552.1,16.785
59217,288.9576292,43.27409945,,Corvus,F,sub-giants,0.43,2.37,9.54,7.14,6534,2.615
59124,288.4831492,43.44386332,,Corvus,K,giants,1.195,0.01,147.85,7.07,4572,24.282
59313,289.1214818,44.22307558,,Corvus,F,main-sequence,0.48,2.58,8.08,6.63,6501.6,2.266
59351,289.1481623,44.56314857,,Corvus,A,main-sequence,0.095,0.94,35.95,8.2,9351,2.402
60653,294.2663745,45.19342248,,Corvus,G,main-sequence,0.636,4.68,1.24,8.72,5765,1.073
60853,295.0177641,45.60511498,Ross 697,Corvus,K,main-sequence,0.964,7.28,0.16,9.45,4657.9,0.599
60809,294.7957666,45.86652392,HR 4742,Corvus,G,giants,0.868,-0.71,206.53,6.3,5215,19.681
60881,294.9611989,46.51313283,,Corvus,K,giants,1.495,0.65,131.46,7.65,4038,27.457
59964,291.5249836,45.17527106,,Corvus,K,giants,1.133,2.01,21.94,7.89,4707,10.715
59895,291.1695471,45.39131929,HR 4670,Corvus,A,main-sequence,0.113,0.4,58.4,6.05,8770,3.714
60802,294.5769583,46.71807822,,Corvus,K,main-sequence,1.13,7,0.22,10.67,4491,0.756
60217,292.2451988,46.42189539,,Corvus,F,main-sequence,0.528,3.75,2.87,8.07,6318.3,1.207
60002,291.3181328,46.53047161,,Corvus,A,main-sequence,0.311,1.64,19.03,8.02,7402,2.005
60338,292.6682331,46.73505685,,Corvus,K,giants,1.238,-0.2,186.81,6.546,4489,20.32
60136,291.7255266,47.12285375,,Corvus,K,giants,1.071,1.24,41.76,7.94,4832,10.79
60388,292.6652763,47.63949798,,Corvus,F,main-sequence,0.468,2.67,7.59,7.475,6453.6,1.989
62174,300.6261902,44.3396474,,Corvus,F,main-sequence,0.513,3.19,4.58,8.18,6355,1.712
62329,301.2450204,44.63539995,,Corvus,K,sub-giants,0.888,3.12,6.17,7.29,5088,3.355
62460,301.7936409,44.77579384,,Corvus,G,main-sequence,0.675,4.83,1.1,9.42,5696,1.037
62120,300.4136666,44.55015161,,Corvus,K,giants,1.035,0.83,58.33,7.57,4840,11.297
62189,300.6654153,45.06395069,,Corvus,K,giants,1.379,-0.32,255.13,7.22,4198,35.827
62647,302.5134073,45.48798621,Ross 705,Corvus,K,main-sequence,1.265,7.74,0.13,10.66,4218,0.652
62878,303.5437402,46.27747337,,Corvus,K,giants,1.03,2.41,13.59,8.02,4912,6.051
61746,298.8628932,44.72586222,,Corvus,G,main-sequence,0.6,4.19,1.91,9.1,5891,1.226
61804,299.0715579,45.10168839,,Corvus,G,main-sequence,0.608,4.58,1.33,8.57,5640,1.282
61460,297.5444185,45.55632105,,Corvus,F,main-sequence,0.406,2.74,7.09,7.12,6848.3,1.825
61463,297.5230463,45.88040844,,Corvus,F,sub-giants,0.377,2.35,9.59,6.68,6847,2.199
62354,301.2554308,46.32453828,,Corvus,F,main-sequence,0.443,2.89,6.12,9.01,6764,1.5
62211,300.6841991,46.80042459,,Corvus,F,main-sequence,0.398,2.16,12.06,8.35,6658.2,2.83
62024,299.8659066,47.35628007,,Corvus,A,super-giants,0.275,2.23,10.59,8.66,7723,1.988
62001,299.7029588,47.57729413,,Corvus,K,giants,1.157,1.27,43.99,7.71,4707,11.348
62258,300.8242769,47.33913074,,Corvus,G,main-sequence,0.744,3.27,4.82,8.55,5507.1,2.226
61993,299.6492717,47.72993405,,Corvus,K,giants,1.035,1.31,37.55,7.82,4839,9.826
62222,300.6564746,47.94601984,,Corvus,G,main-sequence,0.699,4.46,1.52,8.88,5748.5,1.297
62768,303.0412832,47.17940506,,Corvus,F,main-sequence,0.47,3.92,2.32,9.68,6469,1.338
63109,304.5209796,47.53099845,HR 4911,Corvus,B,main-sequence,-0.001,-0.27,129.97,6.194,9705,3.764
63281,305.3159548,47.85547784,,Virgo,G,sub-giants,0.873,1.02,42.49,7.017,5067,9.187
63151,304.731207,47.90472196,,Corvus,F,main-sequence,0.332,2.93,5.96,7.237,6939.7,1.468
63665,307.0933291,48.19222901,,Virgo,F,main-sequence,0.405,2.66,7.23,8.46,6880,1.981
63477,306.250598,48.92144288,,Virgo,F,main-sequence,0.433,3.13,5.04,7.52,6624.1,1.604
63593,306.8137908,48.97388722,,Virgo,F,main-sequence,0.552,3.62,3.14,8.7,6204,1.224
62872,303.5519449,47.9040175,,Corvus,F,main-sequence,0.478,3.57,3.4,7.61,6457.5,1.4
62508,301.9018947,48.44901793,,Corvus,K,sub-giants,1.023,3.29,5.98,9,4964,4.912
62747,302.9262171,49.38137335,,Corvus,G,main-sequence,0.8,1.25,32.42,7.97,5064,6.828
62973,303.9591554,48.87973251,,Corvus,F,main-sequence,0.331,2.66,7.51,8.73,6891,2.511
62921,303.7727087,49.2229884,,Corvus,G,main-sequence,0.658,5.25,0.74,8.53,5757,0.917
63046,304.3069102,49.40918567,,Corvus,K,giants,1.187,0.88,65.17,6.977,4553,12.981
63249,305.267987,50.03131327,,Virgo,G,main-sequence,0.599,3.7,3.13,8.31,5904.2,1.378
61236,296.5366849,45.9814085,,Corvus,K,giants,0.992,1.22,39.01,7.46,4991,9.254
61373,297.0838016,46.32624986,,Corvus,F,sub-giants,0.328,2.51,8.19,7.78,6894,1.891
61174,296.1806851,46.42190511,8 Eta Corvi (HR 4775),Corvus,F,main-sequence,0.388,2.99,5.32,4.3,6853.5,1.525
61562,297.7613432,47.15282463,,Corvus,K,giants,1.072,0.92,55.89,7.46,4769,14.373
61145,296.0144153,46.89256037,,Corvus,F,giants,0.4,1.9,14.55,7.52,6584,2.861
61329,296.6195135,48.01931993,Gliese 3735,Corvus,K,main-sequence,1.103,7.01,0.21,9.1,4524,0.752
61853,298.9499085,48.68814455,,Corvus,K,giants,1.341,-0.35,249.9,6.83,4422,24.483
61651,298.1004032,48.68877379,,Corvus,F,sub-giants,0.451,2.08,12.52,8.13,6555,3.204
60829,294.693314,46.84581999,,Corvus,G,main-sequence,0.71,4.87,1.06,8.31,5681.8,0.988
61152,295.866533,47.88261582,,Corvus,F,main-sequence,0.421,2.72,6.89,8.8,6630,1.986
60821,294.4410133,48.03461037,,Corvus,K,giants,1.466,-0.61,394.4,6.799,4147,24.156
61212,295.9873559,48.75862075,HR 4776,Corvus,F,main-sequence,0.376,2.83,6.15,5.737,6966,1.657
60994,294.9776,49.14858697,Gliese 469.2 A (HR 4758),Corvus,F,main-sequence,0.591,4.41,1.55,6.38,5993,1.074
60917,294.5919539,49.20870842,,Corvus,K,giants,1.061,1.14,45.32,8.43,4770,10.443
61296,296.1747337,49.8068631,HR 4779,Corvus,G,giants,0.861,2.11,15.36,5.584,5163,4.635
61153,295.5131451,49.91036003,,Corvus,G,main-sequence,0.574,4.22,1.9,8.24,6064.1,1.236
62315,301.0190935,48.6685204,,Corvus,F,main-sequence,0.384,3.08,5.08,8.56,6837,2.008
62096,300.015058,48.96757566,,Corvus,A,main-sequence,0.07,1.62,19.6,7.094,9365,1.813
62125,300.106682,49.68867658,,Corvus,F,sub-giants,0.309,2.68,7.05,6.96,7194,1.868
61910,299.0935139,49.78201225,,Corvus,F,sub-giants,0.432,0.7,44.42,5.17,6641,3.713
61910,299.0935139,49.78201225,,Corvus,F,sub-giants,0.432,0.7,44.42,5.114,6496,3.647
62668,302.568936,49.83640831,,Corvus,K,giants,1.332,0.1,162.28,7.31,4483,24.85
62497,301.7776048,50.33343218,,Corvus,F,main-sequence,0.466,3.11,5.13,8.72,6335,1.804
62983,304.0555922,51.21688278,HR 4901,Virgo,A,main-sequence,0.068,1.82,16.48,5.996,8851,1.787
62433,301.5114791,50.28162477,,Corvus,F,main-sequence,0.488,3.32,4.22,7.66,6436.6,1.66
62345,301.0165152,51.04087296,Gliese 3746,Corvus,G,main-sequence,0.695,4.42,1.55,6.893,5725,1.249
62715,302.8176377,51.60464708,,Virgo,G,main-sequence,0.649,4.14,2.04,9.23,5876,1.443
61801,298.5836987,49.89166361,Ross 700,Corvus,K,giants,0.772,5.58,0.59,9.69,5391,0.889
62109,299.9731398,50.81366103,,Corvus,K,giants,1.309,0.26,134.94,6.599,4302.4,28.287
61486,296.9303281,50.62116806,,Corvus,F,sub-giants,0.36,0.73,42.68,6.617,7086.2,3.593
61449,296.7977924,50.66142072,,Corvus,K,giants,0.938,0.41,78.54,6.707,5062,9.014
61823,298.5605971,50.94585892,,Corvus,G,main-sequence,0.561,4.91,0.96,9.26,5978,0.906
61654,297.7914071,51.21680665,,Virgo,G,main-sequence,0.705,4.46,1.58,9.18,5773,1.037
55008,279.1858485,28.8659014,,Hydra,F,main-sequence,0.457,3.57,3.16,8.61,6546,2.158
55293,279.5218237,30.18030698,,Hydra,G,giants,0.903,1.32,32.99,7.32,5096,8.29
55075,278.6844192,30.23546644,,Hydra,F,main-sequence,0.511,1.47,23.89,7.5,6114,4.091
55119,278.6681104,30.57668666,Gliese 1145,Hydra,M,main-sequence,1.383,8.54,0.07,9.77,3965,0.619
55374,279.6599877,30.3890582,,Hydra,K,giants,1.124,1.83,25.4,6.68,4700,9.953
55328,279.4708265,30.47429836,,Hydra,K,giants,1.129,1.94,22.97,7.06,4712,7.996
55640,279.873011,31.9634514,,Hydra,K,giants,1.06,1.08,47.95,7.65,4825,19.332
55099,278.3306337,31.07521322,,Hydra,G,giants,0.94,1.13,40.71,7.26,5038,9.936
55259,278.6943692,31.59208515,,Hydra,K,giants,1.022,2.9,8.57,9.04,4952,10.915
55221,278.4088419,31.81320297,,Hydra,F,main-sequence,0.52,3.09,5.06,8.51,6355,1.704
55385,278.6654428,32.39181266,,Hydra,G,main-sequence,0.558,3.76,2.8,7.95,6236,1.31
54588,277.3179495,29.52294523,,Hydra,G,giants,0.888,1.38,30.68,7.64,5142,8.514
54527,277.1385146,29.42062297,,Hydra,F,main-sequence,0.532,2.56,8.24,8.44,6252,2.82
54477,276.866324,29.54142227,HR 4334,Hydra,A,main-sequence,0.069,1.71,18.38,5.43,8954,1.692
54578,276.9062845,30.17015355,,Hydra,K,giants,1.569,1.34,86.12,7.87,3933,44.148
54703,276.9623292,31.0012016,,Hydra,K,giants,0.924,0.73,57.84,6.43,5074,9.722
54255,275.8235398,29.97318114,chi Hydrae,Hydra,B,main-sequence,-0.067,-0.94,301.54,5.69,11066,4.91
54204,275.684043,29.90449582,chi Hydrae,Hydra,F,sub-giants,0.369,1.74,16.76,4.92,6820,2.949
54104,275.4347004,29.80017727,,Hydra,G,main-sequence,0.71,4.64,1.34,8.8,5622,1.127
54530,275.9609133,31.48793782,,Hydra,G,main-sequence,0.736,5.68,0.53,8.69,5470,0.808
54807,277.0815583,31.42925351,,Hydra,F,main-sequence,0.137,1.28,25.75,8.798,7470,3.683
55112,277.8284963,32.0986656,,Hydra,A,main-sequence,0.243,2.41,9.01,8.87,7498,2.127
54704,276.6314819,31.60836801,Gliese 3648,Hydra,G,main-sequence,0.76,5.32,0.75,7.05,5387,0.953
54605,276.2069473,31.58679299,,Hydra,A,giants,0.282,2.21,10.86,7.33,7299,1.954
55014,277.317164,32.37386099,,Hydra,K,main-sequence,1.187,7.58,0.14,10.47,4357,0.667
56130,280.9396529,33.58648967,,Hydra,G,giants,1.055,-1.05,335.6,6.59,5000,16.003
55912,280.2886532,33.29919346,Gliese 429.1,Hydra,K,giants,1.032,0.31,93.75,6.75,4831,10.514
56085,280.4328038,34.27603686,,Crater,F,main-sequence,0.636,0.38,65.02,7.2,6229,6.077
56078,280.1580585,34.76465818,HR 4428,Crater,A,main-sequence,0.067,0.11,79.83,5.77,8690,3.282
55519,278.6440988,33.43681419,,Hydra,K,giants,1.124,0.55,83.29,7.83,4708,9.653
55255,277.8565365,33.10583106,,Hydra,F,main-sequence,0.323,2.45,9.01,8.62,7090,1.779
55228,277.3123985,33.86878818,,Crater,K,giants,1.18,0.02,144.65,6.69,4548,16.269
55174,276.9208739,34.1228985,,Crater,K,giants,0.962,2.43,12.48,8.05,4925,4.04
55487,278.0410684,34.31423389,,Crater,G,main-sequence,0.635,4.82,1.08,8.12,5951,0.981
55981,279.5375465,35.24417093,,Crater,K,giants,1.415,-0.49,319.56,7.26,4286,21.567
55596,278.1749623,34.89303838,,Crater,K,giants,0.941,1.25,36.32,7.16,5088,8.012
55541,278.00361,34.80412272,,Crater,A,sub-giants,0.169,1.29,25.33,8.02,8373,2.546
55700,278.1220445,35.82998253,,Crater,A,super-giants,0.271,3.08,4.86,7.41,7299,1.494
53963,274.7700522,30.01116587,,Hydra,F,main-sequence,0.307,2.47,8.55,6.21,7122,1.916
54446,275.7886032,31.23021045,,Hydra,K,main-sequence,0.93,6.41,0.31,9.95,4992,0.727
53810,273.8134338,30.67291631,,Hydra,K,giants,1.176,1.95,24.13,8.35,4789,8.856
53823,273.7728648,30.81226871,,Hydra,A,main-sequence,0.047,1.16,31.37,7.85,9280,2.391
54019,274.2366011,31.19021282,,Hydra,A,sub-giants,0.275,0.33,61.36,6.72,7453,4.583
54576,275.8970867,31.88934614,,Hydra,K,giants,1.103,0.27,105.39,7.25,4737,14.308
54406,274.4471192,33.22827755,,Crater,K,giants,1.007,2.2,16.01,8.22,5088,5.213
53941,273.5612756,31.84643394,,Crater,F,main-sequence,0.562,3.69,2.95,9.31,6093,1.885
54009,273.3049956,32.56724869,,Crater,K,giants,1.238,1.96,25.55,8.19,4550.6,8.172
54329,274.0049786,33.37547755,,Crater,A,main-sequence,0.314,2.36,9.76,7.73,7122,1.895
53687,271.9694283,32.77581868,,Crater,F,sub-giants,0.314,2.59,7.66,8.06,7167,1.948
54149,273.02245,33.81181765,,Crater,F,main-sequence,0.546,2.4,9.9,8,6201.3,3.077
54924,276.010534,34.12506103,,Crater,G,main-sequence,0.594,4.95,1,9.05,5714,0.97
